,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162
Neomonachus_schauinslandi_6.y,0.979710146,0.888116576,0.980039383,0.980039771,0.980389338,0.974940055,0.823270836,0.969937438,0.917301284,0.917301645,0.917302033,0.917302408,0.887620052,0.887620452,0.88762084,0.943839522,0.914704407,0.822942277,0.818283497,0.818283109,0.818282722,0.818282334,0.818281947,0.978505561,0.978505948,0.822901638,0.774638567,0.91029905,0.971971428,0.972976937,0.972977324,0.917579552,0.91757994,0.917580327,0.917580715,0.972158378,0.972158766,0.972159153,0.97288777,0.974948556,0.974948944,0.979991638,0.979992026,0.980754693,0.953797204,0.953797592,0.887497455,0.887497843,0.885742037,0.98041656,0.943094704,0.978524514,0.775101066,0.818683038,0.818538923,0.887470717,0.97887861,0.974146354,0.885632657,0.943828411,0.974725488,0.779999891,0.97445364,0.857557967,0.884018473,0.978870509,0.888037803,0.942809297,0.943949548,0.827694009,0.88774697,0.821682066,0.979981089,0.933720121,0.818276721,0.883650211,0.918324564,0.889266749,0.818605047,0.909690201,0.914244976,0.977382571,0.938364909,0.822892749,0.9498231,0.913608865,0.98068948,0.823009409,0.886528251,0.978312299,0.88406671,0.97915682,0.884747846,0.98005992,0.970610111,0.917286704,0.97953116,0.975012251,0.975012639,0.975013026,0.975013407,0.818291372,0.883744526,0.943140808,0.91287364,0.977228469,0.943090983,0.824786687,0.818458884,0.818562218,0.980139493,0.798837363,0.980699964,0.980292413,0.818338872,0.972090013,0.818353264,0.819727836,0.887710756,0.941922179,0.97950012,0.822086115,0.980298434,0.823040927,0.972021382,0.972134483,0.750750455,0.971612216,0.975619531,0.798778468,0.823152975,0.884720695,0.977910226,0.918029707,0.918288434,0.980155113,0.884044061,0.818372489,0.82387787,0.818513755,0.82490794,0.91384893,0.884253505,0.887118476,0.953040513,0.97164221,0.941863394,0.824108045,0.954767371,0.913915409,0.975023704,0.975113633,0.975114021,0.975114408,0.91661007,0.885811656,0.885811998,0.885812386,0.885812773,0.916111421,0.980267361,0.980351237
Nomascus_leucogenys_3,0.975819135,0.869764737,0.976158057,0.976158442,0.976522749,0.971003804,0.793871531,0.965504202,0.902386728,0.902387087,0.902387471,0.902387843,0.869131658,0.869132049,0.869132433,0.935280893,0.899435664,0.793509863,0.788074248,0.788073864,0.78807348,0.788073095,0.788072711,0.974647283,0.974647668,0.793467378,0.733770057,0.894456991,0.967855318,0.968946293,0.968946677,0.902647766,0.902648151,0.902648535,0.902648919,0.96805859,0.968058974,0.968059359,0.968855242,0.97101221,0.971012595,0.976108806,0.976109197,0.976928927,0.946787514,0.946787899,0.869004099,0.869004484,0.867032687,0.976551703,0.934435464,0.974665736,0.734374561,0.788519426,0.788356519,0.868977587,0.974951159,0.970130466,0.866898362,0.935270289,0.970760142,0.740027087,0.970431061,0.833177656,0.865116221,0.974943195,0.869669053,0.934111931,0.935416256,0.799192183,0.869260671,0.792006861,0.976098516,0.923158723,0.78806745,0.864809962,0.903389868,0.871030696,0.788427792,0.893660281,0.898962699,0.973454397,0.929004911,0.793458472,0.942146662,0.898235538,0.976866196,0.79358769,0.867924695,0.974443736,0.865160796,0.975279363,0.865907165,0.976178381,0.966279172,0.902372543,0.975628171,0.971078351,0.971078735,0.97107912,0.971079504,0.788082501,0.86490414,0.934495767,0.897379499,0.973285884,0.934431735,0.795624391,0.788270998,0.788379745,0.976260199,0.76504313,0.976876652,0.976424945,0.788127812,0.967980814,0.788144028,0.789625919,0.86922474,0.933045066,0.975595956,0.792486092,0.976431525,0.793618124,0.967904217,0.968034845,0.376716008,0.967463979,0.971684001,0.764985114,0.79373891,0.865876821,0.973976486,0.9030672,0.903348978,0.976275897,0.865138569,0.788163384,0.794629625,0.788331359,0.795754647,0.898521884,0.865366918,0.868583691,0.946015677,0.967494157,0.932973621,0.794868776,0.948018728,0.898592625,0.9710898,0.971203148,0.971203533,0.971203917,0.901682018,0.867118522,0.867118862,0.867119246,0.867119631,0.900994876,0.976399816,0.976485851
Ochotona_princeps_18,0.977841582,0.80141409,0.978333303,0.978334206,0.979098197,0.969207088,0.668369572,0.960414698,0.859105762,0.859106554,0.859107387,0.859108193,0.800233547,0.800234394,0.800235228,0.912775434,0.853978847,0.667689169,0.657835096,0.657834263,0.657833429,0.657832596,0.657831762,0.976068906,0.976069739,0.667604928,0.194199509,0.845259432,0.964104331,0.965895108,0.965895942,0.859653621,0.859654455,0.859655288,0.859656122,0.964446811,0.964447644,0.964448478,0.965731058,0.969223758,0.969224592,0.978250187,0.978251021,0.979882165,0.929403903,0.929404737,0.799981435,0.799982268,0.796461881,0.979153598,0.911507664,0.97611293,0.193121976,0.658742925,0.658415671,0.799922755,0.976668818,0.967895946,0.796242984,0.912752471,0.968830087,0.567867929,0.968354591,0.741686155,0.792255659,0.976651815,0.801249428,0.910971668,0.912968672,0.679053234,0.800499301,0.664971615,0.97822903,0.893770529,0.657820774,0.791604082,0.861431701,0.803884964,0.658553785,0.844147251,0.852870988,0.973645904,0.902965788,0.667585716,0.922325273,0.85165063,0.979756039,0.667822338,0.798009645,0.97567597,0.79235325,0.977006686,0.793944913,0.978373507,0.961665228,0.85907645,0.977551586,0.969353315,0.969354149,0.969354982,0.969355816,0.657851475,0.791812643,0.911638318,0.850196984,0.973372967,0.911499704,0.672117483,0.658241174,0.658470808,0.978582998,0.616623609,0.979777822,0.978902445,0.65794776,0.964329201,0.65797867,0.660871347,0.800421006,0.909189782,0.977507173,0.665967991,0.978915156,0.667885213,0.964199089,0.964402759,0.883257197,0.963436737,0.970260963,0.616499054,0.668127045,0.793884677,0.9746799,0.860828552,0.861339041,0.978618631,0.792304586,0.658033196,0.66977015,0.658368508,0.672331795,0.85210169,0.792757688,0.799238851,0.928048349,0.963495875,0.909084481,0.670316412,0.931547259,0.852201782,0.969377084,0.969533369,0.969534203,0.969535036,0.85780058,0.796612234,0.79661297,0.796613804,0.796614637,0.856829293,0.978853934,0.979022861
Ovis_aries_22.y,0.943691017,0.645620554,0.944797894,0.944799699,0.945854531,0.929530878,0.427874591,0.913457262,0.739952316,0.739953403,0.739954568,0.739955693,0.644117424,0.644118608,0.644119773,0.828971754,0.731267548,0.426877337,0.412559024,0.412557859,0.412556694,0.412555529,0.412554365,0.940481873,0.940483037,0.426753212,0.259601249,0.717773074,0.920120326,0.923336206,0.923337371,0.740726128,0.740727293,0.740728457,0.740729622,0.920690576,0.920691741,0.920692905,0.923053847,0.929555455,0.92955662,0.944662024,0.944663189,0.946978278,0.859336738,0.859337903,0.643734954,0.643736118,0.638355617,0.945940995,0.826551622,0.940537976,0.261061011,0.413755821,0.413338796,0.643655109,0.941680184,0.927115619,0.637941834,0.828940732,0.92889909,0.274909905,0.927928238,0.541094217,0.632574592,0.941656364,0.645355609,0.825640542,0.829345236,0.441074302,0.644519637,0.422878715,0.944631119,0.796352248,0.412538718,0.63161104,0.743126885,0.649743147,0.413520926,0.715818635,0.729651532,0.937212491,0.811064369,0.42672619,0.846699862,0.727508596,0.946791003,0.427141565,0.640828552,0.94000296,0.632711569,0.942478592,0.635033569,0.944859238,0.91557042,0.739908443,0.943309983,0.929752669,0.929753834,0.929755076,0.929756163,0.412581756,0.631977572,0.826774617,0.725292143,0.936682697,0.826539819,0.432824885,0.413104833,0.413408954,0.94509883,0.350888428,0.946822626,0.945548877,0.412726634,0.920462825,0.412775709,0.416931187,0.644410848,0.822885521,0.943230526,0.424093818,0.945567746,0.427230572,0.920271474,0.920620166,0.115273925,0.918959112,0.931523541,0.350712898,0.427603161,0.634945454,0.938711409,0.742228812,0.743003537,0.945148721,0.632642013,0.412829424,0.429779274,0.413271239,0.433163133,0.728274216,0.633324508,0.642619302,0.856842664,0.919052002,0.82270836,0.43052024,0.862782951,0.72848764,0.929785632,0.930063254,0.930064419,0.930065584,0.737789345,0.638569022,0.638570051,0.638571216,0.63857238,0.736188685,0.945474021,0.945748964
Pan_paniscus_10.y,0.980881054,0.852410678,0.981288834,0.9812893,0.981729216,0.974945532,0.761412008,0.968188419,0.891637822,0.891638257,0.891638722,0.891639173,0.851641116,0.85164159,0.851642055,0.931214261,0.888172905,0.760980837,0.754450423,0.754449958,0.754449492,0.754449027,0.754448561,0.979406329,0.979406795,0.760931525,0.689126203,0.882218244,0.971047325,0.972434648,0.972435114,0.891955298,0.891955764,0.891956229,0.891956695,0.97129483,0.971295296,0.971295761,0.972326673,0.974955721,0.974956187,0.981229154,0.981229627,0.982220121,0.945094133,0.945094598,0.85148639,0.851486856,0.849101627,0.981764171,0.930235051,0.979428765,0.689848044,0.755002786,0.754802815,0.851453935,0.979765441,0.973887589,0.848936634,0.931201293,0.974653092,0.696659769,0.974253018,0.807907044,0.846811932,0.979755764,0.852294787,0.92982232,0.931378215,0.767647715,0.851797084,0.759179711,0.981216581,0.916512513,0.75444222,0.846439929,0.892840417,0.853948063,0.75489017,0.881181434,0.887611726,0.977932466,0.923503945,0.760920916,0.939455893,0.886715129,0.982144322,0.761072918,0.850189425,0.97914726,0.84686649,0.98014855,0.847787836,0.981313172,0.969127817,0.891620655,0.980645671,0.975035028,0.975035494,0.97503596,0.975036425,0.754460497,0.846553973,0.930303012,0.885694803,0.977716997,0.930230535,0.763481445,0.754696602,0.754830792,0.98141254,0.726289156,0.982156957,0.98161078,0.754517383,0.971200157,0.754537305,0.75634831,0.851753499,0.928561838,0.980606456,0.759758444,0.981618781,0.761108695,0.971106687,0.971266177,0.923513871,0.97057763,0.975779406,0.726218945,0.761255932,0.847751291,0.978597723,0.892443929,0.892790942,0.981431608,0.846839397,0.754560719,0.762237982,0.754772245,0.763629659,0.88708128,0.847116906,0.850974749,0.944159966,0.970614028,0.928477572,0.762522452,0.946627979,0.887167013,0.975048858,0.975186184,0.97518665,0.975187115,0.890795775,0.84920635,0.849206761,0.849207227,0.849207693,0.890011895,0.981580257,0.981684585
Pan_troglodytes_10.y,0.968551844,0.840764998,0.968955982,0.968956444,0.96939343,0.962662734,0.749924391,0.955941191,0.879802746,0.879803178,0.87980364,0.879804087,0.840000548,0.840001017,0.84000148,0.91907292,0.876358078,0.749496542,0.743031173,0.743030711,0.743030248,0.743029786,0.743029324,0.967091151,0.967091613,0.749447578,0.678164752,0.87043713,0.958780395,0.960155771,0.960156233,0.8801177,0.880118162,0.880118624,0.880119086,0.959025739,0.959026201,0.959026663,0.960048575,0.962672849,0.962673311,0.968896718,0.968897188,0.969877516,0.932847146,0.932847608,0.839846946,0.839847408,0.837480033,0.969428304,0.918077392,0.967113406,0.678880885,0.743579191,0.743381008,0.83981476,0.967445131,0.961596742,0.837316332,0.919060185,0.962355962,0.685621565,0.961959273,0.796216749,0.835209246,0.967435524,0.840649952,0.917667623,0.919235558,0.756115666,0.840155436,0.74771521,0.968884207,0.904494107,0.74302303,0.834840206,0.880995832,0.842291133,0.743467327,0.869407946,0.875805284,0.965635026,0.911421013,0.749436923,0.927239903,0.874914441,0.969802298,0.749587868,0.838559337,0.966834436,0.835263333,0.967824001,0.836175261,0.968980317,0.956872408,0.879785706,0.968315744,0.962752111,0.962752574,0.962753036,0.962753498,0.743041218,0.834953556,0.918144945,0.873901357,0.965421136,0.918072909,0.751980895,0.743275508,0.74340878,0.96907897,0.715032114,0.969814847,0.969275812,0.743097709,0.958932017,0.743117484,0.744899917,0.840112103,0.916382872,0.968276818,0.748288996,0.969283754,0.74962335,0.958839243,0.958997297,0.481648605,0.958312625,0.963494506,0.714962427,0.749769356,0.836138961,0.966294669,0.880602618,0.880946706,0.969097897,0.835236509,0.743140726,0.750744454,0.743350733,0.752127672,0.875278212,0.835511882,0.83933931,0.931918162,0.958348863,0.91629861,0.751026991,0.934370901,0.875363291,0.962765847,0.962902,0.962902462,0.962902925,0.878966984,0.8375836,0.837584009,0.837584471,0.837584933,0.878186626,0.969245467,0.969349088
Panthera_tigris_D2.y,0.96420351,0.798170616,0.964819602,0.964820292,0.965447533,0.955897428,0.680730156,0.946970415,0.849666396,0.84966704,0.849667729,0.849668396,0.79721957,0.797220271,0.79722096,0.899464659,0.845032384,0.680159133,0.671813901,0.671813212,0.671812522,0.671811832,0.671811143,0.96211228,0.96211297,0.680086202,0.593513771,0.837025761,0.950565783,0.952397393,0.952398083,0.85015289,0.85015358,0.85015427,0.850154959,0.950910772,0.950911462,0.950912151,0.95223337,0.955912336,0.955913026,0.964736349,0.964737039,0.966107062,0.917482811,0.917483501,0.796990248,0.796990937,0.793860718,0.965497304,0.898060428,0.962145349,0.59440822,0.672528074,0.672263223,0.796942236,0.96280805,0.954500382,0.793640868,0.899445957,0.95549229,0.603269773,0.954992118,0.742034927,0.790724637,0.962793487,0.798014374,0.897536773,0.899694061,0.688520836,0.797457374,0.677833052,0.964717418,0.880942402,0.671801924,0.790156545,0.851482454,0.800282926,0.672378143,0.835957864,0.844135625,0.960008222,0.889574737,0.680070294,0.910336603,0.842936785,0.965996775,0.680286938,0.795259052,0.961716406,0.790805212,0.96336497,0.792039982,0.964856844,0.948164875,0.849639545,0.963921499,0.956022463,0.956023152,0.956023865,0.956024543,0.671827844,0.79034358,0.898146716,0.841488452,0.959732647,0.898053589,0.683386294,0.6721212,0.672305453,0.964997706,0.636545055,0.966015695,0.965269993,0.671911936,0.950775439,0.671940982,0.674409155,0.797392363,0.89586152,0.963869648,0.678577512,0.965281373,0.680340696,0.950656059,0.950868669,0.883716678,0.949901737,0.957057957,0.636440331,0.680523018,0.791993603,0.960958119,0.850910327,0.851410948,0.965028028,0.790764545,0.671975396,0.681807076,0.672217511,0.683602111,0.843380119,0.791158706,0.7963125,0.916152076,0.94996668,0.895753623,0.682200317,0.919383536,0.84350128,0.956042589,0.956205037,0.956205727,0.956206417,0.848446315,0.793991948,0.793992557,0.793993247,0.793993937,0.847518533,0.965224441,0.965380292
Papio_anubis_11,0.971747926,0.839932735,0.972167349,0.972167825,0.972619905,0.965684686,0.745561341,0.958752327,0.881366162,0.881366607,0.881367083,0.881367544,0.839131876,0.839132361,0.839132837,0.921396891,0.877824871,0.74512389,0.738217485,0.738217009,0.738216532,0.738216056,0.738215579,0.970311887,0.970312364,0.745073753,0.667966486,0.871669727,0.961692023,0.963074692,0.963075169,0.881696277,0.881696754,0.88169723,0.881697707,0.961942409,0.961942885,0.961943362,0.962966118,0.965694963,0.96569544,0.97210614,0.972106625,0.97312695,0.935568661,0.935569146,0.838971338,0.838971814,0.83652359,0.972655421,0.920325117,0.97033484,0.668777724,0.738793642,0.738579956,0.83893853,0.970666853,0.964608187,0.83635661,0.921383771,0.965379382,0.675593241,0.964975105,0.794451995,0.834199061,0.970656949,0.839811938,0.91992026,0.921563727,0.752690533,0.839289858,0.743240545,0.972093393,0.906623359,0.73820909,0.833811431,0.882622936,0.841550255,0.738670827,0.870701516,0.877243839,0.968861076,0.913764472,0.745062713,0.929852492,0.876339521,0.973049135,0.745221147,0.837629736,0.970086955,0.834254647,0.971099435,0.835191527,0.972192652,0.959700492,0.881348547,0.971517729,0.965777234,0.96577771,0.965778187,0.965778663,0.738227619,0.833929631,0.920391591,0.875276213,0.968641283,0.920320495,0.748174313,0.73847212,0.73860865,0.972294412,0.708786429,0.97306216,0.972496503,0.738286437,0.961847987,0.738306864,0.740341924,0.839245732,0.918658158,0.971477948,0.743835746,0.972504699,0.745257466,0.96175312,0.96191296,0.416359837,0.961213362,0.966660346,0.708714483,0.745403574,0.835153914,0.969545259,0.882212297,0.882572369,0.972313711,0.83422708,0.7383337,0.746442198,0.738545654,0.748329221,0.876711593,0.834507566,0.838450847,0.934609655,0.961251372,0.918569891,0.746747598,0.93717461,0.876799391,0.965791585,0.965929457,0.965929933,0.96593041,0.88049636,0.836625954,0.836626391,0.836626867,0.836627344,0.879711648,0.972465275,0.972571943
Peromyscus_maniculatus_1.y,0.663604005,0.971267516,0.66385425,0.663854561,0.664136828,0.660147035,0.913189047,0.656205026,0.982751978,0.982751678,0.982751368,0.982751058,0.970810334,0.970810659,0.97081097,0.635242293,0.985038119,0.912939101,0.908630329,0.908630019,0.908629708,0.908629398,0.908629088,0.662828727,0.662829037,0.912903687,0.86946592,0.988458164,0.65786078,0.658645509,0.65864582,0.982566572,0.982566261,0.982565951,0.98256564,0.658001953,0.658002263,0.658002573,0.658582264,0.660154293,0.660154603,0.66381701,0.663817325,0.664438364,0.642946481,0.642946792,0.970718957,0.970719267,0.96925985,0.664160743,0.6346567,0.662843956,0.869779593,0.908962045,0.908846112,0.97069798,0.663039751,0.659548618,0.969182224,0.635233002,0.659987835,0.873240535,0.659781048,0.943894739,0.967964481,0.663033357,0.971198937,0.63440197,0.635312848,0.917351464,0.970909113,0.911754492,0.663808541,0.627236703,0.908624742,0.967738336,0.981975024,0.972248008,0.908896487,0.98909648,0.985391831,0.66200131,0.631033733,0.912896507,0.639918294,0.985916351,0.66438891,0.913000805,0.969970993,0.662698134,0.967999952,0.663231955,0.968522553,0.663870225,0.656773362,0.982762826,0.663476355,0.660201968,0.660202278,0.660202593,0.660202899,0.908636821,0.967811519,0.634704204,0.986619734,0.661872983,0.634652324,0.914490149,0.90878627,0.908864709,0.663933507,0.891924944,0.664397331,0.664058947,0.908676069,0.657948934,0.908686969,0.909910914,0.97087945,0.63373771,0.663453878,0.9121389,0.664063852,0.913025103,0.657900096,0.657984095,0.401981089,0.657569311,0.660690023,0.891878159,0.913099585,0.968502181,0.662423016,0.982222409,0.981998365,0.663946056,0.967982426,0.90870179,0.913686574,0.90882781,0.914600577,0.985699042,0.968171516,0.970420074,0.642354929,0.657596071,0.633656494,0.913871598,0.643813943,0.985655625,0.660211072,0.660289444,0.660289754,0.660290064,0.983303931,0.969331874,0.969332149,0.969332459,0.969332769,0.983720826,0.66403838,0.664106881
Piliocolobus_tephrosceles_9,0.9694805,0.844870407,0.969879592,0.969880049,0.970312252,0.963742557,0.754752047,0.957151047,0.882819126,0.882819553,0.88282001,0.882820452,0.844099798,0.844100263,0.84410072,0.921182743,0.879420776,0.754316812,0.74783901,0.747838553,0.747838096,0.747837639,0.747837182,0.968150733,0.96815119,0.754268801,0.682701128,0.873393687,0.959955802,0.96130577,0.961306227,0.883138413,0.88313887,0.883139327,0.883139784,0.960195627,0.960196084,0.960196541,0.961200646,0.963752429,0.963752886,0.969821184,0.969821648,0.970799733,0.934721727,0.934722184,0.843945818,0.843946275,0.841573616,0.97034918,0.920199737,0.968172815,0.683525194,0.748456134,0.748213338,0.84391429,0.968491774,0.962721055,0.84140818,0.92117025,0.963445863,0.690168364,0.963072349,0.801472518,0.839329923,0.968482276,0.844754513,0.919813861,0.921326516,0.761146418,0.844252057,0.752574608,0.969809004,0.90715023,0.747830723,0.838963189,0.88399905,0.846381394,0.748340514,0.872482542,0.878849972,0.966752099,0.913924543,0.754258221,0.929145541,0.877955431,0.97072526,0.75441508,0.842649703,0.967936189,0.839383373,0.968858409,0.840293398,0.969903791,0.958089774,0.882802292,0.969259733,0.963830078,0.963830535,0.963830992,0.963831449,0.74784876,0.83907673,0.920260941,0.876882057,0.96653741,0.920195304,0.756863628,0.748076908,0.748240722,0.970001496,0.720058857,0.970737676,0.970195337,0.74790534,0.960105692,0.747924771,0.74976452,0.844209332,0.918597619,0.96922116,0.753133979,0.970203228,0.754450127,0.960014286,0.960167398,0.179932386,0.959503307,0.964557536,0.719989907,0.754591074,0.840257544,0.967415916,0.883623091,0.883950422,0.970019914,0.839356827,0.747947775,0.755589489,0.748180623,0.757010113,0.878321602,0.839630693,0.843445281,0.933798805,0.959539054,0.91851297,0.755879778,0.93627607,0.878405977,0.963843865,0.963973988,0.963974445,0.963974902,0.88198304,0.841672456,0.841672905,0.841673363,0.84167382,0.881231748,0.970165424,0.970268149
Rattus_norvegicus_1.y,0.736816028,0.978949257,0.737002956,0.737003244,0.737214301,0.734301081,0.937870909,0.731450957,0.995480601,0.995480816,0.995481046,0.995481269,0.978642722,0.978642964,0.978643195,0.716117459,0.993845299,0.937695262,0.934626807,0.934626577,0.934626347,0.934626116,0.934625886,0.736297661,0.736297899,0.937670865,0.901080675,0.991431906,0.732641325,0.733206275,0.733206506,0.995626711,0.995626942,0.995627172,0.995627402,0.73274664,0.732746871,0.732747101,0.733158629,0.734306367,0.734306597,0.736975696,0.73697593,0.737428222,0.721567589,0.721567819,0.978574175,0.978574406,0.97750972,0.737230857,0.715661877,0.736308815,0.901329138,0.934873189,0.934792229,0.978558415,0.736431262,0.733866554,0.977448896,0.716110407,0.734191858,0.903680854,0.734024252,0.959456474,0.976565274,0.736426318,0.97888927,0.715468761,0.716176736,0.94071445,0.978714832,0.936874272,0.736969489,0.709281342,0.934622239,0.97641488,0.996057903,0.979659351,0.934825696,0.991056456,0.993559661,0.735666371,0.711937459,0.937665675,0.71943813,0.993212558,0.737391507,0.937734552,0.978013513,0.73619719,0.976591437,0.736557359,0.97695736,0.737015305,0.731835896,0.995472529,0.736726062,0.734341339,0.734341569,0.734341803,0.734342033,0.93463172,0.97646724,0.715694147,0.992725459,0.73557376,0.715658269,0.938843004,0.934746237,0.934805936,0.737063166,0.922681744,0.737397668,0.737155189,0.934662581,0.732705922,0.934671725,0.935537049,0.978693578,0.714972097,0.736711419,0.937176012,0.73715907,0.937752125,0.732671004,0.732733644,0.45303443,0.732428191,0.734686158,0.922647297,0.937807993,0.976941177,0.736008618,0.995865378,0.996036803,0.737072463,0.976578087,0.934682465,0.938234333,0.934778245,0.938925357,0.993357694,0.976690561,0.978353319,0.721108691,0.732447564,0.71492402,0.938352657,0.722306897,0.993384563,0.734348052,0.734409179,0.73440941,0.73440964,0.995129022,0.977547652,0.977547855,0.977548086,0.977548316,0.994791354,0.737140223,0.737190426
Rhinopithecus_roxellana_11.y,0.352685991,0.242792934,0.353060959,0.353061385,0.353463601,0.347308406,0.170580323,0.341069483,0.279149016,0.27914942,0.279149845,0.279150256,0.242037426,0.242037858,0.242038284,0.306850512,0.275935655,0.170978286,0.515755665,0.515756076,0.515756502,0.515756927,0.515757352,0.351373599,0.351374024,0.171022907,0.578392909,0.270375125,0.343714235,0.345020262,0.345020688,0.279446295,0.279446721,0.279447146,0.279447571,0.34393949,0.343939915,0.343940341,0.344924116,0.347317578,0.347318003,0.353006024,0.353006457,0.353917278,0.320043915,0.320044341,0.241893291,0.241893716,0.239676761,0.35349625,0.305907786,0.351394105,0.577656192,0.515241198,0.515435752,0.241864009,0.351697828,0.346341919,0.23952322,0.306838745,0.347037715,0.571613015,0.346668183,0.126824447,0.237574284,0.351688989,0.242684552,0.305520682,0.306990798,0.164492787,0.242179073,0.511400642,0.352994669,0.302257213,0.515763498,0.237230746,0.280341827,0.244252155,0.515353669,0.269516446,0.275406309,0.350062206,0.215829693,0.171032711,0.3144388,0.274576153,0.353847791,0.170889242,0.240678328,0.351170219,0.237623981,0.352083153,0.238465272,0.353083741,0.341923703,0.279133343,0.352471624,0.347390411,0.347390836,0.347391262,0.347391687,0.515746634,0.237336774,0.305967349,0.273617131,0.349864149,0.30590366,0.168636129,0.515533735,0.515410121,0.353174494,0.541839713,0.353859331,0.353355056,0.515694067,0.343855861,0.515675779,0.514013405,0.242139399,0.304352141,0.352435722,0.510867057,0.353362343,0.170856586,0.343768624,0.343913206,0.779476184,0.343288295,0.348067224,0.541904182,0.170727322,0.238431808,0.350680383,0.2799494,0.280296426,0.353191726,0.237599334,0.515654712,0.169796731,0.515466402,0.16849315,0.274909775,0.237853297,0.241423997,0.319183336,0.343321681,0.304273389,0.169524998,0.321468205,0.274989831,0.347403227,0.347524736,0.347525161,0.347525586,0.278376375,0.239771859,0.239772242,0.239772667,0.239773092,0.277628041,0.353327135,0.353422332
Sus_scrofa_14.y,0.979055097,0.871986414,0.979353612,0.979354035,0.979730952,0.974118476,0.793923395,0.968754132,0.905600932,0.905601327,0.90560175,0.905602159,0.871398246,0.871398676,0.8713991,0.938013083,0.902631339,0.793507108,0.788069941,0.788069518,0.788069095,0.788068671,0.788068248,0.977922167,0.977922591,0.793457283,0.73136934,0.897580055,0.970867363,0.971999778,0.972000201,0.905912983,0.905913407,0.90591383,0.905914253,0.971076173,0.971076596,0.97107702,0.971893334,0.974127513,0.974127936,0.979303024,0.979303448,0.980121025,0.949158616,0.94915904,0.87126508,0.871265503,0.869221977,0.979759776,0.937187979,0.977942124,0.731898498,0.788526756,0.788372561,0.871236065,0.978318985,0.973292814,0.869086518,0.93800131,0.973887367,0.737302946,0.973569813,0.834621437,0.867136794,0.978310287,0.871893924,0.936854736,0.938129509,0.799336514,0.871536893,0.792045408,0.979291448,0.925677191,0.788062386,0.866794712,0.906707874,0.87339582,0.788442929,0.896873676,0.902128529,0.976725995,0.931272051,0.79344759,0.94455758,0.901373045,0.980051588,0.793604353,0.870174378,0.977708017,0.867186676,0.978625922,0.868023011,0.979376454,0.969432046,0.905585172,0.978933691,0.974187672,0.974188096,0.974188519,0.974188935,0.788078287,0.866906877,0.937242305,0.900495823,0.976536605,0.937183895,0.795828268,0.788285263,0.788398006,0.979462969,0.764813918,0.980063165,0.979627788,0.788135554,0.971004056,0.788153204,0.789691904,0.871496824,0.935719316,0.978901467,0.792530786,0.979634454,0.793639999,0.970922218,0.971049155,0.670388036,0.97046026,0.974857601,0.764749991,0.79377411,0.867993368,0.977285437,0.906352741,0.9066619,0.979479617,0.867161576,0.788173782,0.794624046,0.788347673,0.795961857,0.901682366,0.86739816,0.870839431,0.948290791,0.970492111,0.935645661,0.794965796,0.950582809,0.901759118,0.974199665,0.974309587,0.97431001,0.974310433,0.904863973,0.869316358,0.869316732,0.869317155,0.869317578,0.904213486,0.979601327,0.979691877
